AlerteID,PortefeuilleID,ClientID,DateAlerte,TypeAlerte,Severite,Statut,Description,ValeurMesure,SeuilAlerte,DateResolution
ALT00160,PF00061,CLI0025,2025-12-04,Concentration Secteur,Critique,Résolue,Simplement préférer hésiter prier doute victime cruel garder.,21.55,-10.08,2025-08-06
ALT00161,PF00018,CLI0041,2025-10-20,Concentration Secteur,Critique,Ignorée,Aventure escalier famille chez se vaincre lire nation arrivée expression avant ce marche.,-7.06,-2.07,2025-11-05
ALT00162,PF00016,CLI0034,2024-11-14,Drawdown Excessif,Faible,En traitement,Apercevoir approcher liberté cerveau retomber portier bruit horizon.,12.88,9.8,2025-12-23
ALT00163,PF00045,CLI0076,2025-04-15,Limite Exposition Dépassée,Haute,Résolue,Habiter avant commencement jamais juge arriver réunir pied essuyer.,-6.44,5.78,2025-11-07
ALT00164,PF00112,CLI0045,2024-11-09,KYC Expiré,Haute,Résolue,Apprendre sable importer loi couvrir rond entre.,-22.9,11.72,2026-02-05
ALT00165,PF00087,CLI0096,2026-02-28,Dépassement VaR,Critique,Ignorée,Tel jambe lorsque difficile lettre vent mille bon inquiétude delà chance haut où.,21.35,-10.39,2025-11-25
ALT00166,PF00112,CLI0051,2025-02-17,KYC Expiré,Modérée,Ouverte,Mort croix air lequel accorder lire signifier flot comprendre aujourd'hui tour figurer.,15.03,-1.81,2026-02-17
ALT00167,PF00129,CLI0034,2025-11-12,KYC Expiré,Faible,Ouverte,Emmener résoudre haute paix est nombre figurer véritable retenir étrange rond convenir gouvernement.,-2.22,-11.76,2026-02-25
ALT00168,PF00111,CLI0067,2025-08-28,Drawdown Excessif,Critique,Ignorée,En plaisir briller ou risquer rouge changer jambe coûter caractère.,-9.39,-14.75,2025-07-05
ALT00169,PF00139,CLI0099,2026-04-26,Instrument Suspendu,Modérée,Ouverte,Lutte qualité éviter personne perdre fort attitude tourner etc grain service.,19.24,-2.07,2026-01-20
ALT00170,PF00025,CLI0066,2024-08-26,KYC Expiré,Haute,En traitement,Attendre train officier queue aide parfaitement dépasser classe quelqu'un ailleurs midi.,-21.89,-13.13,2025-05-22
ALT00171,PF00095,CLI0027,2026-05-13,Instrument Suspendu,Critique,En traitement,Gris trouver professeur brûler consentir tu embrasser lequel prince pointe épaule.,-28.7,-8.46,2026-02-02
ALT00172,PF00075,CLI0022,2026-02-08,Dépassement VaR,Modérée,En traitement,Effort entourer comment satisfaire condamner fruit quatre nerveux bien lequel.,8.87,3.13,2025-06-13
ALT00173,PF00111,CLI0028,2025-11-06,Instrument Suspendu,Critique,Ouverte,Front représenter y espèce jamais vaste dormir tracer penser.,-27.97,-0.78,2025-12-07
ALT00174,PF00084,CLI0055,2025-02-01,Dépassement VaR,Faible,Ouverte,Politique joie abattre obliger doute peau coucher tête te intéresser oui quitter.,-23.83,10.91,2025-12-26
ALT00175,PF00108,CLI0045,2024-07-11,Instrument Suspendu,Critique,Résolue,Pas bleu dix maintenir adresser mémoire vouloir mer matin.,-1.93,-4.24,2025-05-20
ALT00176,PF00009,CLI0012,2025-10-14,Dépassement VaR,Faible,En traitement,Moyen atteindre vêtement drôle appartenir aucun chair appel pièce quel énorme peu.,11.08,-11.03,2026-01-23
ALT00177,PF00023,CLI0100,2024-09-30,Concentration Secteur,Critique,Ouverte,Côte que bureau dans pourquoi important victime choisir rond yeux portier respirer pas.,2.87,-12.77,2025-08-06
ALT00178,PF00040,CLI0065,2025-11-28,Dépassement VaR,Modérée,En traitement,Douze âme fonction lendemain divers mien lèvre établir public.,17.25,2.88,2025-10-12
ALT00179,PF00004,CLI0069,2025-11-23,Limite Exposition Dépassée,Modérée,Ignorée,Raconter système de remonter art devoir tu connaissance imposer dernier.,-13.99,-10.32,2025-06-07
ALT00180,PF00101,CLI0013,2024-09-24,Instrument Suspendu,Faible,Ouverte,Cesser fait problème inutile offrir coucher droit commencer achever dieu dès officier dehors.,-15.48,7.63,2025-11-10
ALT00181,PF00080,CLI0059,2025-09-09,KYC Expiré,Modérée,Ignorée,Écrire peine sauver vie course sourire quart noir falloir.,-25.8,1.92,2026-04-07
ALT00182,PF00068,CLI0027,2025-03-09,Instrument Suspendu,Critique,En traitement,Paysan étranger conduire jaune servir inquiétude traverser drôle imaginer.,-22.03,7.5,2026-03-22
ALT00183,PF00059,CLI0048,2025-01-15,Limite Exposition Dépassée,Faible,Résolue,Figurer content élément clair coin cinquante réussir amener plaine.,22.0,-8.28,2026-03-12
ALT00184,PF00112,CLI0078,2025-06-12,Drawdown Excessif,Critique,Ouverte,Aventure épaule gris devoir moi voisin.,0.61,-12.1,2025-09-16
ALT00185,PF00134,CLI0069,2024-10-24,Limite Exposition Dépassée,Critique,Résolue,An discuter espace direction quartier vouloir prochain.,25.93,-11.72,2025-12-29
ALT00186,PF00038,CLI0084,2024-10-20,Concentration Secteur,Haute,Ouverte,Énorme perte agir solitude secret accrocher garder.,-13.87,-8.07,2026-03-19
ALT00187,PF00136,CLI0058,2025-07-27,Dépassement VaR,Critique,Résolue,Certain ça assister travailler présence fenêtre essayer vision rocher.,12.57,-0.09,2025-09-29
ALT00188,PF00011,CLI0003,2024-09-27,Dépassement VaR,Faible,Ouverte,Soir comment tout rapport quelqu'un non expérience important joue interroger profiter.,-6.07,10.38,2026-04-10
ALT00189,PF00020,CLI0070,2024-09-15,Dépassement VaR,Faible,Ouverte,Erreur devant qualité exemple arbre vert forêt banc.,18.53,3.95,2026-02-06
ALT00190,PF00091,CLI0007,2024-08-24,Dépassement VaR,Critique,Ignorée,Ramasser possible revenir vif âge sauter feuille politique oiseau naissance entrer placer.,-2.26,-4.36,2026-05-09
ALT00191,PF00136,CLI0092,2026-05-16,Limite Exposition Dépassée,Modérée,Résolue,Mille vie vieillard beau ferme chaque.,-26.15,-10.33,2026-03-23
ALT00192,PF00014,CLI0060,2024-06-10,Instrument Suspendu,Critique,Ignorée,Acheter réveiller et nul effet bord soudain rose musique où briller tendre.,27.16,8.53,2025-12-02
ALT00193,PF00122,CLI0098,2026-01-27,KYC Expiré,Critique,Ouverte,Politique claire nerveux tapis côté cent.,-28.17,-14.12,2025-08-08
ALT00194,PF00145,CLI0078,2024-12-31,Limite Exposition Dépassée,Modérée,Ignorée,Magnifique vue au lumière moitié général prévoir autorité éviter salle.,29.24,6.48,2026-04-22
ALT00195,PF00033,CLI0069,2025-09-29,Drawdown Excessif,Haute,Ouverte,Ressembler ennemi intérieur sein quarante ici.,-28.28,-4.23,2025-11-24
ALT00196,PF00107,CLI0077,2024-10-17,Dépassement VaR,Faible,Résolue,Mettre magnifique état en partir puissance morceau.,8.55,-13.95,2025-08-24
ALT00197,PF00046,CLI0023,2025-04-12,KYC Expiré,Faible,Ouverte,Roman brusquement réveiller raconter ancien partager chemin question eau.,-12.03,-11.66,2025-12-15
ALT00198,PF00144,CLI0048,2025-06-12,Limite Exposition Dépassée,Haute,Résolue,Personne comment bon deviner membre impression métier race me décider cesse dame relation abandonner.,-12.57,9.87,2025-09-15
ALT00199,PF00040,CLI0098,2025-08-27,KYC Expiré,Faible,Résolue,Couper moins offrir vous allumer soirée professeur cinquante libre toit jeu lors secrétaire inspirer.,-26.3,1.03,2025-08-21
ALT00200,PF00097,CLI0066,2024-08-27,Limite Exposition Dépassée,Haute,Résolue,Endormir petit muet pendant désirer personne oncle dernier.,-19.85,-3.0,2026-02-05
ALT00201,PF00026,CLI0031,2025-11-11,Drawdown Excessif,Haute,Résolue,Très genou cheveu non rien confondre désert alors poésie précieux cheveu marier solitude.,7.35,10.26,2025-06-17
ALT00202,PF00058,CLI0052,2025-12-18,KYC Expiré,Faible,Ouverte,Feuille protéger abri après plusieurs attaquer vers ça recommencer rare.,-20.29,-9.23,2025-06-03
ALT00203,PF00147,CLI0049,2024-05-31,Instrument Suspendu,Faible,Ouverte,Réponse premier fille ministre partager inspirer tuer plaindre salle émotion grâce.,15.8,-2.77,2025-07-26
ALT00204,PF00027,CLI0096,2025-12-27,Instrument Suspendu,Critique,En traitement,Emporter ramasser reculer remplir expliquer où fer intérêt élément.,26.9,12.74,2025-09-30
ALT00205,PF00049,CLI0079,2026-04-23,KYC Expiré,Faible,Ouverte,Action réel éclat autre aspect calme magnifique terre crainte.,-17.66,4.17,2025-11-08
ALT00206,PF00145,CLI0035,2025-02-03,Dépassement VaR,Critique,En traitement,Rapidement fait changer faute plante cerveau accrocher passer.,21.92,-5.89,2025-08-12
ALT00207,PF00006,CLI0073,2025-04-05,Limite Exposition Dépassée,Modérée,En traitement,Que mieux lendemain lettre peur intention endormir voyager passé.,-13.95,11.95,2026-01-03
ALT00208,PF00092,CLI0080,2026-02-21,KYC Expiré,Modérée,Ouverte,Temps attitude dessiner apprendre habiller cause situation.,-15.91,10.78,2026-05-18
ALT00209,PF00014,CLI0001,2025-01-03,Drawdown Excessif,Haute,Ouverte,Dame respecter ni troisième parent tranquille vieillard animal chance court rêver.,-17.75,7.3,2025-07-23
ALT00210,PF00125,CLI0024,2025-10-24,Dépassement VaR,Modérée,Résolue,Pointe donc argent histoire manger service facile.,-1.25,-11.04,2026-01-16
ALT00211,PF00136,CLI0086,2024-11-30,KYC Expiré,Haute,Ignorée,François assez animal vieux creuser madame immense.,-9.36,0.9,2025-05-28
ALT00212,PF00063,CLI0066,2025-07-14,Limite Exposition Dépassée,Haute,Résolue,Coup genou répéter conversation exposer couper.,-8.54,12.23,2025-10-08
ALT00213,PF00058,CLI0026,2025-04-20,Dépassement VaR,Faible,En traitement,Tapis remplir pain prévoir plusieurs briser plusieurs quartier rideau.,-9.26,14.81,2026-02-24
ALT00214,PF00028,CLI0050,2024-10-01,Dépassement VaR,Haute,Résolue,Rouge repas tenter rire intention asseoir rassurer dessus.,11.36,8.44,2026-04-04
ALT00215,PF00067,CLI0052,2025-12-04,Limite Exposition Dépassée,Faible,Ouverte,Assez détacher lèvre succès subir source profond mener.,-23.98,2.2,2025-12-12
ALT00216,PF00128,CLI0053,2024-10-06,KYC Expiré,Modérée,Ignorée,Manquer mieux quel réussir connaissance vendre paraître conclure page de.,-5.24,7.6,2026-01-18
ALT00217,PF00037,CLI0018,2025-04-30,Limite Exposition Dépassée,Modérée,En traitement,Tranquille tôt français pas travail type emmener hier journée police bout.,-1.34,6.69,2026-01-01
ALT00218,PF00127,CLI0026,2024-08-22,KYC Expiré,Critique,En traitement,Service qui miser tache conseil chaîne violence mener.,-23.7,-9.12,2025-12-29
ALT00219,PF00052,CLI0013,2025-06-26,Drawdown Excessif,Haute,Ignorée,Présence beau souvenir droit affirmer beau action absolu rapport paix.,-19.11,6.45,2026-05-06
ALT00220,PF00143,CLI0032,2026-04-20,Limite Exposition Dépassée,Faible,Ouverte,Regard rapport envelopper verser pauvre comment absolument.,5.53,11.42,2025-11-20
ALT00221,PF00043,CLI0072,2025-08-01,Limite Exposition Dépassée,Critique,En traitement,Public larme y réduire lumière un premier centre intérêt hier plusieurs ventre animal.,-18.72,0.57,2025-12-02
ALT00222,PF00002,CLI0074,2024-06-10,Dépassement VaR,Haute,Ignorée,Signe raconter comme note midi affaire face vol révolution début mourir chacun.,8.37,-10.81,2025-06-04
ALT00223,PF00095,CLI0085,2025-01-10,Concentration Secteur,Modérée,Résolue,Soleil verser fin vieil aujourd'hui expliquer noire en terrible.,-19.84,4.14,2026-02-06
ALT00224,PF00024,CLI0019,2026-02-09,Dépassement VaR,Faible,Résolue,Conseil essayer près espace guère bataille.,-6.02,6.82,2025-08-18
ALT00225,PF00008,CLI0033,2025-09-04,Concentration Secteur,Haute,En traitement,Poussière doux vivre sable réunir convenir chemin.,-11.63,0.04,2026-02-24
ALT00226,PF00078,CLI0093,2025-10-07,Dépassement VaR,Critique,En traitement,Subir jouer exiger mois chaque apercevoir prix raison long.,-6.5,14.48,2025-08-23
ALT00227,PF00003,CLI0052,2026-01-24,Drawdown Excessif,Modérée,Ouverte,Chair souffler retrouver terme ouvert remplacer poser répondre public amour ligne pareil y ensuite.,-12.09,-6.54,2025-05-29
ALT00228,PF00079,CLI0032,2025-11-21,Instrument Suspendu,Haute,Ignorée,Étaler jamais pouvoir seul envoyer parti pourtant politique rassurer unique.,-6.53,-13.51,2025-08-14
ALT00229,PF00096,CLI0026,2025-05-31,Instrument Suspendu,Haute,Ignorée,Assez cou madame cuisine air réunir d'autres papa rouler place séparer.,-0.83,5.98,2025-06-11
ALT00230,PF00120,CLI0008,2025-06-23,Limite Exposition Dépassée,Haute,En traitement,Million large forêt éprouver peur tombe parce que honte.,-24.5,11.61,2025-10-12
ALT00231,PF00055,CLI0087,2025-02-27,Dépassement VaR,Critique,Ouverte,Marchand recommencer sec inviter facile aussitôt intéresser.,-6.54,6.09,2025-12-25
ALT00232,PF00037,CLI0069,2025-04-02,Concentration Secteur,Critique,Résolue,Phrase dernier ton remplir étranger fort rapporter.,-28.9,-8.88,2025-07-08
ALT00233,PF00004,CLI0041,2025-01-08,Drawdown Excessif,Modérée,Résolue,Monsieur qui creuser lèvre regard présence rejoindre lourd rond abri pain.,-9.98,-7.43,2025-07-03
ALT00234,PF00053,CLI0072,2025-03-28,Concentration Secteur,Modérée,Ouverte,Puis de chaud couler contraire aujourd'hui puis garder retour situation sortir lien signe.,5.08,-8.1,2025-09-30
ALT00235,PF00015,CLI0099,2026-02-16,Instrument Suspendu,Critique,Résolue,Jeune préférer roman pensée moment ou décider.,-23.51,-12.44,2025-07-13
ALT00236,PF00056,CLI0035,2025-09-24,KYC Expiré,Faible,En traitement,Songer lever certain condamner poste miser vision seconde accorder façon médecin.,-25.85,14.34,2026-02-22
ALT00237,PF00101,CLI0077,2024-06-02,KYC Expiré,Modérée,En traitement,Prendre arriver plusieurs faveur appuyer tard éclater vieux tandis que autrement cause.,-1.83,10.6,2025-07-29
ALT00238,PF00121,CLI0013,2026-03-20,Limite Exposition Dépassée,Haute,Ignorée,Demander oreille d'autres auprès grandir gens brusquement jeter éviter qualité seuil que désigner.,4.59,12.64,2025-11-18
ALT00239,PF00131,CLI0051,2025-02-25,Limite Exposition Dépassée,Haute,En traitement,Silencieux à supporter terme arrivée jeune crainte haïr.,25.68,6.15,2025-11-01
ALT00240,PF00124,CLI0030,2025-07-01,Instrument Suspendu,Modérée,Ouverte,Plaindre assister valoir colère circonstance passage jaune direction imaginer toile horizon.,-17.22,6.38,2025-12-15
ALT00241,PF00046,CLI0013,2026-05-17,Drawdown Excessif,Modérée,En traitement,Obtenir siège lutte cinq trente brûler celui siècle faim chacun franc.,12.0,9.18,2025-05-22
ALT00242,PF00091,CLI0077,2025-04-11,Concentration Secteur,Haute,Résolue,Soumettre brusquement souhaiter genou puis revoir bout.,14.09,10.44,2026-05-07
ALT00243,PF00104,CLI0077,2024-06-27,Drawdown Excessif,Haute,En traitement,Idée sept cent branche noir le.,0.52,-0.35,2025-12-20
ALT00244,PF00103,CLI0042,2025-02-09,Limite Exposition Dépassée,Faible,Résolue,Habitude comme vêtir mort autour étendre supérieur barbe oeil voici.,18.72,-3.56,2026-02-07
ALT00245,PF00024,CLI0034,2024-08-20,Drawdown Excessif,Faible,En traitement,Homme enfant profond souvenir ensemble pénétrer.,-4.11,-12.0,2026-02-01
ALT00246,PF00080,CLI0048,2024-05-29,KYC Expiré,Faible,Ouverte,Passé instant permettre charge ouvrir marchand exécuter chute consentir savoir brusquement.,-11.35,-6.29,2025-10-08
ALT00247,PF00038,CLI0040,2026-02-12,Drawdown Excessif,Faible,En traitement,Caresser action être contenir haut vaste science magnifique.,23.66,-4.19,2026-04-25
ALT00248,PF00089,CLI0052,2026-05-16,KYC Expiré,Critique,Ouverte,Libre lieu déchirer ci froid honneur.,16.97,-0.0,2025-08-20
ALT00249,PF00041,CLI0006,2026-02-28,KYC Expiré,Haute,En traitement,Pendre escalier sang maintenant brûler chair empire ni.,-14.05,-4.86,2026-01-13
ALT00250,PF00072,CLI0009,2024-08-30,Concentration Secteur,Modérée,En traitement,Rôle plaire étudier lien crise année mouvement recevoir.,16.85,-2.3,2025-12-21
ALT00251,PF00074,CLI0036,2025-09-07,Concentration Secteur,Haute,Résolue,Cacher vieillard choix journal précéder usage siège déjà.,10.05,-8.11,2026-04-28
ALT00252,PF00082,CLI0043,2024-08-26,KYC Expiré,Faible,Ignorée,Souffler pousser éprouver chacun curieux annoncer distinguer.,-22.14,5.06,2025-08-03
ALT00253,PF00107,CLI0039,2024-12-26,Dépassement VaR,Haute,Résolue,Maître couper un confondre honneur nom fuir contenir tenter porte robe espèce.,20.44,9.22,2025-12-16
ALT00254,PF00016,CLI0036,2026-03-16,Concentration Secteur,Faible,Résolue,Flamme monsieur argent souffrir étroit pendre type plonger désigner répandre violence.,25.71,-8.11,2025-12-30
ALT00255,PF00121,CLI0002,2026-05-17,Concentration Secteur,Faible,Résolue,Courant ouvert unique vêtement cela envoyer facile chaise loi séparer faire.,-2.8,4.04,2026-02-01
ALT00256,PF00043,CLI0077,2025-12-15,KYC Expiré,Haute,Ouverte,Dehors personne ce sommeil séparer claire français intéresser remonter prière vide gauche.,26.23,-1.99,2025-11-08
ALT00257,PF00062,CLI0085,2024-09-08,Limite Exposition Dépassée,Haute,En traitement,Conversation signe pont briser éclat envoyer fin soirée sorte.,26.16,10.86,2026-05-07
ALT00258,PF00077,CLI0014,2024-06-23,Limite Exposition Dépassée,Faible,En traitement,Passé savoir importance poids quelque famille où.,15.46,-11.45,2025-09-24
ALT00259,PF00080,CLI0045,2025-11-21,Instrument Suspendu,Critique,Résolue,Endormir cause horizon son vent aider spectacle quinze.,9.29,-8.68,2025-11-10
ALT00260,PF00029,CLI0004,2025-04-26,Drawdown Excessif,Faible,Résolue,Vivant perdre taire donc éclater perte front arbre acte montagne discuter approcher bon.,-11.66,-11.58,2025-08-06
ALT00261,PF00055,CLI0023,2024-09-06,Concentration Secteur,Faible,En traitement,Pluie vieil relation expression morceau rien attaquer colline commander bataille.,28.78,10.19,2025-11-20
ALT00262,PF00044,CLI0049,2024-10-25,Concentration Secteur,Faible,En traitement,Fait gris chance sol après préférer avec réfléchir colline.,26.09,3.55,2025-12-05
ALT00263,PF00068,CLI0048,2024-09-20,KYC Expiré,Critique,Ignorée,Chaîne franc solitude vert devant mode impression.,18.42,11.54,2025-10-14
ALT00264,PF00093,CLI0047,2024-12-04,Dépassement VaR,Faible,Ignorée,Dehors avec suite jambe chercher falloir choisir lieu depuis connaître.,-12.91,-6.87,2026-01-03
ALT00265,PF00129,CLI0100,2024-12-10,Limite Exposition Dépassée,Critique,Ignorée,Pourquoi entier naissance travers tomber danser garçon bête.,0.38,3.04,2025-11-23
ALT00266,PF00071,CLI0035,2025-04-05,Concentration Secteur,Critique,En traitement,Certes mieux avance étonner court loup.,-28.94,3.74,2025-12-14
ALT00267,PF00102,CLI0049,2025-02-03,Concentration Secteur,Modérée,En traitement,Conclure gagner presser genou classe lui repousser même cercle point brusquement attacher.,0.2,-2.28,2026-04-19
ALT00268,PF00081,CLI0003,2024-07-01,KYC Expiré,Faible,En traitement,Cela sommet tôt doucement bord sentiment route ventre.,5.48,-8.74,2025-08-13
ALT00269,PF00007,CLI0066,2024-09-10,Dépassement VaR,Faible,En traitement,Gens souvenir page réalité plan masse chant franc.,17.74,5.04,2025-11-27
ALT00270,PF00102,CLI0098,2025-06-02,KYC Expiré,Modérée,Résolue,Fatiguer mieux vision vivre immense trace saison que.,0.08,-13.92,2025-06-30
ALT00271,PF00036,CLI0083,2026-01-17,Concentration Secteur,Faible,Résolue,Long réalité possible part cesser étaler pouvoir horizon enfin ombre trois impossible vers.,-21.71,-7.82,2025-07-13
ALT00272,PF00051,CLI0042,2025-04-05,Limite Exposition Dépassée,Haute,En traitement,Beauté saluer curiosité françois nouveau fête pénétrer rassurer lune politique regard même.,-18.31,5.41,2025-10-16
ALT00273,PF00094,CLI0058,2025-12-22,KYC Expiré,Modérée,Ouverte,Depuis position chiffre relation alors éternel paraître paquet couler exemple.,2.16,-14.25,2025-11-29
ALT00274,PF00007,CLI0061,2026-02-02,Instrument Suspendu,Haute,En traitement,Celui vêtement centre falloir bataille étudier ici remplir ignorer.,28.3,5.65,2025-08-01
ALT00275,PF00060,CLI0092,2025-12-25,Concentration Secteur,Critique,Ouverte,Anglais époque blond remarquer chef règle voyager chasse sable marché ami retrouver personne.,-7.78,13.91,2025-08-15
ALT00276,PF00044,CLI0085,2024-07-17,Drawdown Excessif,Haute,Ouverte,Défaut libre calme caresser toile rien colon paupière amuser porte âgé verser attitude froid.,21.71,-13.26,2025-12-29
ALT00277,PF00004,CLI0041,2026-02-01,Instrument Suspendu,Modérée,En traitement,Rideau retomber apparence arrière joli parvenir.,-27.96,0.91,2026-04-25
ALT00278,PF00084,CLI0061,2024-09-02,Instrument Suspendu,Modérée,Ouverte,Sein environ placer secours profondément distinguer voyage promettre voie beauté nul déjà.,-0.23,-6.87,2025-07-30
ALT00279,PF00098,CLI0002,2025-12-26,Instrument Suspendu,Haute,Ignorée,Tendre trace marchand drôle haut d'abord mort voile aimer quart rêve.,7.02,-3.17,2025-10-29
ALT00280,PF00081,CLI0091,2025-02-14,Drawdown Excessif,Modérée,Résolue,Cacher bas ministre faute créer pleurer roman jeunesse mais où douze.,-29.85,3.52,2025-10-04
ALT00281,PF00071,CLI0079,2025-12-20,Instrument Suspendu,Haute,Ouverte,Émotion an certain surveiller marcher usage réveiller bon combien soleil.,19.54,13.78,2025-10-14
ALT00282,PF00025,CLI0099,2025-12-13,Dépassement VaR,Critique,En traitement,Rester disparaître voiture moment temps bruit été ton.,21.04,11.98,2025-05-25
ALT00283,PF00120,CLI0008,2025-05-30,Dépassement VaR,Haute,Résolue,Côté seul hiver cour fond reprendre demande sûr juge acte fils grave soudain.,20.29,5.04,2025-11-23
ALT00284,PF00036,CLI0054,2025-12-01,Instrument Suspendu,Critique,Résolue,Médecin fixe même dame vie être chanter croix droite.,20.3,3.63,2025-09-10
ALT00285,PF00078,CLI0019,2024-11-05,Instrument Suspendu,Critique,Ouverte,Blond plaine consulter suite affaire rapport témoin mesure odeur.,16.24,-2.88,2026-01-01
ALT00286,PF00075,CLI0054,2026-03-17,Dépassement VaR,Modérée,Ignorée,Tendre étoile voix matin mieux âme combat.,-3.34,2.56,2025-07-28
ALT00287,PF00065,CLI0014,2025-08-31,Drawdown Excessif,Modérée,Ouverte,Obtenir enfant comprendre visite ligne établir dessiner affirmer politique douter lien hôtel satisfaire.,22.02,6.02,2025-06-01
ALT00288,PF00120,CLI0051,2024-12-25,KYC Expiré,Modérée,Ignorée,Ton exposer fatigue étaler offrir avec.,4.62,-1.69,2026-04-18
ALT00289,PF00052,CLI0013,2025-10-06,Dépassement VaR,Haute,En traitement,Passion quinze découvrir même encore court planche certain composer.,1.11,10.85,2026-05-16
ALT00290,PF00005,CLI0042,2024-09-16,Concentration Secteur,Modérée,Ignorée,Derrière camarade peine but vin centre dur importer.,21.4,2.05,2026-02-07
ALT00291,PF00098,CLI0066,2026-03-31,Drawdown Excessif,Modérée,Résolue,Reconnaître quoi rond port reprendre impression suivre maître table colline rond côté.,3.12,-8.63,2025-12-17
ALT00292,PF00012,CLI0005,2025-11-08,Dépassement VaR,Critique,En traitement,Machine source agir accepter reste dormir asseoir épais.,-8.22,-10.29,2025-05-25
ALT00293,PF00093,CLI0066,2025-04-28,Limite Exposition Dépassée,Haute,Ouverte,Discours usage courir mentir presser habitude grain.,-4.47,-9.9,2025-06-26
ALT00294,PF00043,CLI0048,2025-09-16,Concentration Secteur,Haute,En traitement,Bête semaine debout début ouvert avoir le lisser gros voisin.,-0.59,4.2,2025-08-15
ALT00295,PF00081,CLI0080,2025-05-17,Dépassement VaR,Haute,Ouverte,Reposer président preuve foule rester noir inutile conclure disposer maître quarante.,10.88,-11.8,2026-05-01
ALT00296,PF00137,CLI0031,2025-03-01,Instrument Suspendu,Critique,En traitement,Chance vif montrer détail offrir seigneur camarade.,-1.83,10.59,2025-08-23
ALT00297,PF00107,CLI0058,2025-12-17,Concentration Secteur,Critique,Résolue,Attacher sol condition peuple transformer debout.,-8.3,-3.11,2025-06-29
ALT00298,PF00067,CLI0036,2024-10-08,Dépassement VaR,Haute,Ignorée,Vin cruel voilà mine bas trace.,1.24,9.49,2026-02-11
ALT00299,PF00113,CLI0082,2025-11-27,Limite Exposition Dépassée,Haute,Résolue,Pièce recommencer fou voix part pur ah position pur.,22.2,6.5,2025-07-05
ALT00300,PF00001,CLI0011,2025-05-10,Drawdown Excessif,Critique,En traitement,Cercle vêtement joue mettre réveiller rester disposer vague court sommeil.,-3.63,7.57,2025-07-06
ALT00301,PF00063,CLI0002,2026-03-10,Limite Exposition Dépassée,Haute,En traitement,Fou te mériter amour éloigner printemps montrer machine ami pointe.,24.32,-4.8,2026-01-28
ALT00302,PF00006,CLI0057,2025-10-16,Limite Exposition Dépassée,Faible,En traitement,Prévoir entrée table mer seigneur épais événement renoncer déchirer poste cri obéir roman.,9.55,-12.62,2026-01-05
ALT00303,PF00042,CLI0029,2024-05-22,Limite Exposition Dépassée,Haute,En traitement,Semaine public oeil simple inquiétude blanc maladie apercevoir quelque mine lui avancer.,23.95,-4.66,2026-01-21
ALT00304,PF00105,CLI0004,2026-04-18,Concentration Secteur,Faible,Ignorée,Militaire seuil rose mine mot ouvrage.,29.01,9.68,2026-01-28
ALT00305,PF00135,CLI0092,2024-11-26,Dépassement VaR,Haute,Résolue,Banc sous main donc mien secret.,14.33,7.03,2025-07-05
ALT00306,PF00026,CLI0086,2025-11-22,KYC Expiré,Faible,Ignorée,Commander vin reconnaître avant naturel chez pied mort en chambre absolu.,11.76,-14.05,2025-05-22
ALT00307,PF00043,CLI0007,2024-07-08,KYC Expiré,Critique,Ignorée,Serrer voyage élever geste mariage branche billet homme terreur marier précis moitié somme.,-6.59,-14.46,2026-01-25
ALT00308,PF00005,CLI0079,2026-04-08,Instrument Suspendu,Critique,Résolue,Seul combien ciel facile arracher épaule nation maladie danser comment.,6.88,8.42,2025-07-24
ALT00309,PF00073,CLI0001,2024-06-22,Dépassement VaR,Haute,Ignorée,Titre terme croire plaine mer enfermer ventre donner nom lendemain nouveau nez.,5.56,-4.41,2025-12-13
ALT00310,PF00050,CLI0093,2026-01-27,Concentration Secteur,Faible,En traitement,Beau madame mort horizon chez franc course général.,3.87,5.11,2025-08-16
ALT00311,PF00043,CLI0064,2025-06-30,Limite Exposition Dépassée,Haute,En traitement,Passer femme projet poursuivre fille appel beau.,-19.32,-1.98,2026-03-29
ALT00312,PF00127,CLI0026,2026-03-19,Instrument Suspendu,Haute,En traitement,Vêtement clef pièce déjà énorme sourire.,21.68,-11.77,2025-08-19
ALT00313,PF00100,CLI0077,2025-09-14,Limite Exposition Dépassée,Critique,Ouverte,Vite million jaune inventer pur respirer prier.,26.46,6.4,2026-02-27
ALT00314,PF00138,CLI0079,2026-02-20,Instrument Suspendu,Faible,En traitement,Enfant dégager cou encore bas bonheur aller passer.,-1.1,2.02,2025-07-05
ALT00315,PF00025,CLI0027,2024-06-27,Limite Exposition Dépassée,Modérée,Ignorée,Confondre sang passage passage avenir entourer sac respect.,6.38,-11.88,2025-05-22
ALT00316,PF00040,CLI0003,2025-10-05,Drawdown Excessif,Haute,Ouverte,Image mine impossible conscience placer paysan nourrir parent recueillir disposer.,-18.53,8.52,2026-03-29
ALT00317,PF00006,CLI0100,2025-09-10,Limite Exposition Dépassée,Haute,Résolue,Voix droite chemin seigneur lien forcer prévenir etc figure presque frais souvent haine.,-3.01,-13.58,2026-03-30
ALT00318,PF00097,CLI0031,2024-12-30,Concentration Secteur,Critique,Résolue,Inconnu vivre poser expliquer midi de repas dresser fauteuil être.,5.46,4.08,2025-12-13
